period,accessionyear,dateend,title,url,division,century,objectnumber,totaluniquepageviews,datebegin,culture,imagepermissionlevel,rank,id,department
,,1939,Charles Sedgwick Minot (1852-1914),https://www.harvardartmuseums.org/collections/object/304826,Modern and Contemporary Art,20th century,H510,31,1939,American,0,199800,304826,Harvard University Portrait Collection
"Qing dynasty, 1644-1911",1960.0,1722,"Large Rouleau Vase with Four Ogival Panels Featuring One Landscape, Two Scenes of Flowers and Rocks, and One Scene of Books and Collected Antiquities",https://www.harvardartmuseums.org/collections/object/203012,Asian and Mediterranean Art,17th-18th century,1960.113.1,10,1662,Chinese,0,84011,203012,Department of Asian Art
,1942.0,1930,Katagami Textile Stencil with Cherry Blossom and Crescent Design,https://www.harvardartmuseums.org/collections/object/203959,Asian and Mediterranean Art,19th-20th century,1942.134.10,20,1800,Japanese,0,66147,203959,Department of Asian Art
"Shōwa period, 1926-1989",1978.0,1941,Chiyoda Castle in Summer (Kakki Meijo - Chiyoda-jo),https://www.harvardartmuseums.org/collections/object/199295,Asian and Mediterranean Art,20th century,1978.198,26,1941,Japanese,1,99043,199295,Department of Asian Art
,,1945,"Untitled (Susanna Shahn and other children, Jersey Homesteads, New Jersey)",https://www.harvardartmuseums.org/collections/object/5251,Modern and Contemporary Art,20th century,P1970.4383.3,3,1935,American,0,235550,5251,Department of Photographs
,2007.0,1968,Untitled (doctors and nurse in patient's room),https://www.harvardartmuseums.org/collections/object/326655,Modern and Contemporary Art,20th century,2007.184.2.491.2,0,1965,American,0,130205,326655,Department of Photographs
,,0,"X-radiograph(s) of ""Seascape""",https://www.harvardartmuseums.org/collections/object/345696,,,Straus.6203,2,0,,0,267763,345696,Straus Center for Conservation and Technical Studies
,1972.0,0,Front Entranceway,https://www.harvardartmuseums.org/collections/object/172342,Modern and Contemporary Art,20th century,P1972.68,0,0,American,1,237307,172342,Department of Photographs
"Hellenistic period, Early",,-272,Didrachm of Tarentum,https://www.harvardartmuseums.org/collections/object/197533,Asian and Mediterranean Art,3rd century BCE,1.1965.221,7,-281,Greek,0,690,197533,Department of Ancient and Byzantine Art & Numismatics
,2011.0,1960,Gentle Presence,https://www.harvardartmuseums.org/collections/object/157466,Modern and Contemporary Art,20th century,2.2002.1673,7,1950,American,1,5233,157466,Department of Photographs
,2011.0,1929,Untitled (boy's volleyball team photo),https://www.harvardartmuseums.org/collections/object/119958,Modern and Contemporary Art,20th century,4.2002.22635,1,1926,American,0,41015,119958,Department of Photographs
,,1983,"Bauhaus Building, Dessau, 1925-1926: Model from the west",https://www.harvardartmuseums.org/collections/object/52056,Modern and Contemporary Art,20th century,BRGA.20.285,1,1973,German,1,161193,52056,Busch-Reisinger Museum
,,1929,"Montage House, 1929: Duplicate of BGRA.38.29",https://www.harvardartmuseums.org/collections/object/167101,Modern and Contemporary Art,20th century,BRGA.38.45,3,1929,German,0,163216,167101,Busch-Reisinger Museum
,2011.0,1904,Jannu Glacker from Kangbacheu,https://www.harvardartmuseums.org/collections/object/158164,European and American Art,19th century,2.2002.1176,3,1894,,0,4832,158164,Department of Photographs
,2013.0,0,Doctor Pusey,https://www.harvardartmuseums.org/collections/object/348610,European and American Art,19th century,2013.95,3,0,British,0,137303,348610,Department of Prints
,1929.0,0,NINE MOUNTED FRAGMENTS,https://www.harvardartmuseums.org/collections/object/215243,Asian and Mediterranean Art,,1929.65.5,4,0,Japanese,0,55146,215243,Department of Asian Art
,,1782,Temple of Concord at Girgenti,https://www.harvardartmuseums.org/collections/object/242573,European and American Art,18th century,R6209,6,1782,Swiss,0,249555,242573,Department of Prints
,2012.0,1974,"Kurt Bischoff, 29, First Sergeant",https://www.harvardartmuseums.org/collections/object/348813,Modern and Contemporary Art,20th century,2012.7.22,7,1974,German,1,136521,348813,Busch-Reisinger Museum
,1960.0,1859,"Partial Landscape with Saco River, New Hampshire (recto and verso)",https://www.harvardartmuseums.org/collections/object/169078,European and American Art,19th century,1960.167.5,5,1859,American,0,84227,169078,Department of Drawings
,1929.0,0,Gold Crest,https://www.harvardartmuseums.org/collections/object/257528,Modern and Contemporary Art,20th century,M4924,7,0,British,0,206761,257528,Department of Prints
,,0,Saint Pelerin,https://www.harvardartmuseums.org/collections/object/233462,European and American Art,17th century,S3.22.6,7,0,French,0,257081,233462,Department of Prints
,1986.0,0,Drachm,https://www.harvardartmuseums.org/collections/object/177673,Asian and Mediterranean Art,,1986.528.111,0,0,Greek,0,110726,177673,Department of Ancient and Byzantine Art & Numismatics
,1992.0,1951,Seated Woman Holding Raised Knees,https://www.harvardartmuseums.org/collections/object/220912,Modern and Contemporary Art,20th century,1992.202,5,1951,German,1,114392,220912,Busch-Reisinger Museum
,,0,Karl Ferdinand Hommel,https://www.harvardartmuseums.org/collections/object/247114,European and American Art,18th century,R3345,15,0,German,0,247162,247114,Department of Prints
,1943.0,1833,Falls of the Rhine,https://www.harvardartmuseums.org/collections/object/253903,European and American Art,19th century,M10795,5,1833,British,0,212469,253903,Department of Prints
,1985.0,1935,Heisterbach area and the Ölberg Mountain,https://www.harvardartmuseums.org/collections/object/281331,Modern and Contemporary Art,20th century,P1985.10.1,17,1935,German,1,240075,281331,Department of Photographs
Ottoman period,1919.0,0,Manuscript of the Qur'an,https://www.harvardartmuseums.org/collections/object/216447,Asian and Mediterranean Art,16th century,1919.169,137,0,Ottoman,0,51366,216447,Department of Islamic & Later Indian Art
,2004.0,1971,"Edith and Berry Necklace, Danville, Virginia",https://www.harvardartmuseums.org/collections/object/71255,Modern and Contemporary Art,20th century,P2003.229,36,1971,American,1,243550,71255,Department of Photographs
,1937.0,1881,Slight Sketch of Crucified Christ,https://www.harvardartmuseums.org/collections/object/195079,European and American Art,19th century,1937.7.24.4,15,1880,American,0,63640,195079,Department of Drawings
,,1960,Untitled (Japan),https://www.harvardartmuseums.org/collections/object/173168,Modern and Contemporary Art,20th century,P1970.4455.5,1,1960,American,0,235903,173168,Department of Photographs
,,1687,Georg Schmauss,https://www.harvardartmuseums.org/collections/object/247858,European and American Art,17th century,R8429,9,1677,German,0,251654,247858,Department of Prints
,2013.0,2008,Figure eight movement with the hands,https://www.harvardartmuseums.org/collections/object/348549,Modern and Contemporary Art,21st century,2013.23.1.17,12,2008,American,1,137097,348549,Department of Photographs
,,1976,My Highschool Colors,https://www.harvardartmuseums.org/collections/object/172525,Modern and Contemporary Art,20th century,P1982.194.12,1,1976,American,1,238916,172525,Department of Photographs
,2011.0,1905,"Crime, Prisons: United States. New York. Brooklyn. King's County Penitentiary: Department of Correction, New York City: Chapel. King's County Penitentiary, Brooklyn.",https://www.harvardartmuseums.org/collections/object/153821,Modern and Contemporary Art,19th-20th century,3.2002.1289,0,1895,American,0,11855,153821,Department of Photographs
,,1936,"Apartment House Communal Rooms for Deutsche Bauausstellung, Berlin, 1931",https://www.harvardartmuseums.org/collections/object/52665,Modern and Contemporary Art,20th century,BRGA.52.25,11,1926,German,0,163914,52665,Busch-Reisinger Museum
"Byzantine period, Middle",1951.0,919,"Solidus of Constantine VII, Constantinople",https://www.harvardartmuseums.org/collections/object/196615,Asian and Mediterranean Art,10th century,1951.31.4.1332,46,914,Byzantine,0,74685,196615,Department of Ancient and Byzantine Art & Numismatics
,1952.0,1894,Pieta,https://www.harvardartmuseums.org/collections/object/223623,European and American Art,19th century,BR52.383,6,1894,German,0,153399,223623,Busch-Reisinger Museum
,,0,"A Lion, Lying Down",https://www.harvardartmuseums.org/collections/object/234659,European and American Art,17th century,S7.124.5,3,0,Italian,0,258888,234659,Department of Prints
,2011.0,1960,"Untitled (Lockhart football player, #25)",https://www.harvardartmuseums.org/collections/object/138763,Modern and Contemporary Art,20th century,4.2002.3347,0,1950,American,1,22522,138763,Department of Photographs
,2011.0,1908,"Social Settlements: United States. Illinois. Chicago. ""South Halsted Street Institutional Church"": South Halsted St. Institutional Church, Chicago, Ill.",https://www.harvardartmuseums.org/collections/object/152377,Modern and Contemporary Art,19th-20th century,3.2002.2885,6,1898,American,0,16363,152377,Department of Photographs
"Classical period, Late",1986.0,-323,"Tetradrachm of Alexander the Great, Macedonia mint (""Amphipolis"")",https://www.harvardartmuseums.org/collections/object/177659,Asian and Mediterranean Art,4th century BCE,1986.528.5,45,-336,Greek,0,110620,177659,Department of Ancient and Byzantine Art & Numismatics
,2011.0,1908,"Industrial Problems, Types of Working People: Germany. Essen. Miners and their Cottages: Miners cottages from another point of view.",https://www.harvardartmuseums.org/collections/object/153035,Modern and Contemporary Art,19th-20th century,3.2002.2158,0,1898,German?,0,14287,153035,Department of Photographs
,2011.0,1912,"Social Settlements: United States. Massachusetts. Charlestown. ""Bunker Hill Boys' Club"": Bunker Hill Boys' Club, Charlestown, Mass.: Sloyd Class.",https://www.harvardartmuseums.org/collections/object/152070,Modern and Contemporary Art,19th-20th century,3.2002.3087,0,1902,American,0,17114,152070,Department of Photographs
,2001.0,1959,"[Watercolor by Lyonel Feininger, 1927]",https://www.harvardartmuseums.org/collections/object/54572,Modern and Contemporary Art,20th century,BRLF.1013.120,3,1940,American,1,184507,54572,Busch-Reisinger Museum
,2019.0,2019,Man walking,https://www.harvardartmuseums.org/collections/object/366640,Modern and Contemporary Art,21st century,2019.315.51,0,2019,American,0,144211,366640,Department of Photographs
,1920.0,0,"Border of Four Blocks and Mark of Giunta on Title-Page of Galen, Tertia Classis.  Venice, Giunta, 1550",https://www.harvardartmuseums.org/collections/object/251584,European and American Art,16th century,M1155,11,0,Italian,0,201968,251584,Department of Prints
,2010.0,2008,Shooting Stars for Fallen Soldiers,https://www.harvardartmuseums.org/collections/object/333476,Modern and Contemporary Art,21st century,2010.5,617,2008,Cuban,1,218,333476,Department of Photographs
"Edo period, 1615-1868",1985.0,0,"Five Nō Plays (Yōgyoku goban), 3rd of 5 Volumes",https://www.harvardartmuseums.org/collections/object/93698,Asian and Mediterranean Art,16th-17th century,1985.509.3,3,0,Japanese,0,108529,93698,Department of Asian Art
,,1597,Saint Francis Receiving the Stigmata,https://www.harvardartmuseums.org/collections/object/236865,European and American Art,16th century,S6.39,37,1597,Italian,0,258298,236865,Department of Prints
,2011.0,1955,Untitled (people at banquet),https://www.harvardartmuseums.org/collections/object/122335,Modern and Contemporary Art,20th century,4.2002.20042,1,1945,American,0,39634,122335,Department of Photographs
,1992.0,1850,Chained up too long by the Charivari...,https://www.harvardartmuseums.org/collections/object/263653,European and American Art,19th century,M21988.2,1,1850,French,0,223075,263653,Department of Prints
,,1791,"Stanislaus Augustus, King of Poland",https://www.harvardartmuseums.org/collections/object/279094,European and American Art,18th century,G3823,9,1791,French,0,195878,279094,Department of Prints
,,1930,[Toy boat on table],https://www.harvardartmuseums.org/collections/object/194918,Modern and Contemporary Art,20th century,BRLF.8.12,5,1929,German,1,167266,194918,Busch-Reisinger Museum
,2010.0,1988,"Space Museum, Alamogordo, NM",https://www.harvardartmuseums.org/collections/object/336528,Modern and Contemporary Art,20th century,2010.448.49,3,1988,American,0,134889,336528,Department of Photographs
,1985.0,1923,from Saul and David [unrecorded in Muller],https://www.harvardartmuseums.org/collections/object/255640,European and American Art,20th century,M20391,21,1923,German,0,220920,255640,Department of Prints
,1971.0,0,Sketch of a Standing Man and a Seated Woman,https://www.harvardartmuseums.org/collections/object/219556,European and American Art,19th-20th century,BR71.141,1,0,German,0,159985,219556,Busch-Reisinger Museum
Classical period,1986.0,-340,Hemidrachm of Byzantium,https://www.harvardartmuseums.org/collections/object/177671,Asian and Mediterranean Art,4th century BCE,1986.528.125,0,-357,Greek,0,110740,177671,Department of Ancient and Byzantine Art & Numismatics
,1970.0,0,8th of 10 GRAPHIC SCENES OF THE JAPAN EXPEDITION BY WILLIAM HEINE,https://www.harvardartmuseums.org/collections/object/202946,Asian and Mediterranean Art,19th century,1970.146.H,4,0,Japanese,0,89837,202946,Department of Asian Art
,,1950,[Two small boats beached],https://www.harvardartmuseums.org/collections/object/36983,Modern and Contemporary Art,20th century,BRLF.480.31,0,1950,American,1,176553,36983,Busch-Reisinger Museum
