objectnumber,totaluniquepageviews,culture,imagepermissionlevel,rank,dated,id,title,url
BR63.4718,2,American?,1,159215,undated,160949,Untitled [Landscape],https://www.harvardartmuseums.org/collections/object/160949
2011.16,29,Chinese,1,135223,2009,336548,"Post-Marijuana (Dama zhi hou), Written in Shadow Script and Black-on-Black Script",https://www.harvardartmuseums.org/collections/object/336548
S3.18.1,5,French,0,256996,17th century,233726,Saint Meliton and His Companions,https://www.harvardartmuseums.org/collections/object/233726
S7.22.8,6,Italian,0,258604,17th century,235440,Phaeton,https://www.harvardartmuseums.org/collections/object/235440
M20924,2,French,0,221458,1864,269664,"""What luck! I killed a sparrow!...""",https://www.harvardartmuseums.org/collections/object/269664
BR63.2829,3,German,1,157325,6/22/1931,162676,"Untitled [Benodet]; verso: Untitled [Man Seated, Sailboat]",https://www.harvardartmuseums.org/collections/object/162676
BRLF.1010.290,0,American,1,183780,1940s-1950s,8660,[Tree],https://www.harvardartmuseums.org/collections/object/8660
S5.11.3,8,Dutch,0,257990,17th century,236877,"Woman with a Bottle, Man Behind",https://www.harvardartmuseums.org/collections/object/236877
M3818,3,German,0,205651,16th century,251472,Saint Anthony,https://www.harvardartmuseums.org/collections/object/251472
1997.260.274,6,Greek,0,119775,,213002,Coin of Gargara,https://www.harvardartmuseums.org/collections/object/213002
BR63.1160,2,German,1,155655,9/12/1911,164325,Untitled [Boats near the Shore],https://www.harvardartmuseums.org/collections/object/164325
P1982.349.9,26,American,0,239135,1963,285194,"Castle Rock, Summit Road above Saratoga, California",https://www.harvardartmuseums.org/collections/object/285194
3.2002.3303,0,American,0,17760,c. 1903,151824,"Social Settlements: United States. Pennsylvania. Pittsburgh. ""Kingsley House"": Kingsley House, Pittsburg, Pa.: Rooms in ""Tammany Hall.""",https://www.harvardartmuseums.org/collections/object/151824
4.2002.18785,1,American,1,38522,1960,123582,"Untitled (girls and one boy in dance costumes, boy wearing striped suit jacket)",https://www.harvardartmuseums.org/collections/object/123582
2007.184.2.546.5,1,American,0,130560,1967,327416,"Untitled (figure looking out over high wall, Nazaré, Portugal)",https://www.harvardartmuseums.org/collections/object/327416
M13875,14,French,0,214469,17th century,264459,The Miracle of Saint Mansuetus,https://www.harvardartmuseums.org/collections/object/264459
4.2002.45,3,American,1,18713,"1954, printed later",115338,"Untitled (family in living room, Derry, New Hampshire)",https://www.harvardartmuseums.org/collections/object/115338
M18078,0,French,0,218640,1854,267162,"""That!  An eight hundred franc apartment!...""",https://www.harvardartmuseums.org/collections/object/267162
1984.465.2,27,Ottoman,0,106043,1801-1802,98415,"Illuminated Frontispiece, Introduction (verso), folio 2 from a Manuscript of Dala'il al-Khayrat",https://www.harvardartmuseums.org/collections/object/98415
2.2002.1938,11,,1,5441,1980s,157237,Untitled (neighborhood scene),https://www.harvardartmuseums.org/collections/object/157237
2012.153,3,Cuban,1,136734,"1965, printed 2001",340160,Fidel during the sugar harvest,https://www.harvardartmuseums.org/collections/object/340160
2008.104,15,Canadian,0,132432,1891,327663,Girl Holding a Bird,https://www.harvardartmuseums.org/collections/object/327663
2002.235,3,Hellenistic,0,123854,3rd-2nd century BCE,98553,Weight,https://www.harvardartmuseums.org/collections/object/98553
M5895,1,Italian,0,207726,16th century,251783,Letter Q,https://www.harvardartmuseums.org/collections/object/251783
1936.150.756,9,American,0,62684,1918,148040,Male Nude Leaning Forward,https://www.harvardartmuseums.org/collections/object/148040
H513,33,American,0,199801,early 19th century,304918,Judge John Lowell (1743-1802),https://www.harvardartmuseums.org/collections/object/304918
BRLF.1015.87,4,American,1,184820,1945-1955,49955,"[Pen and wash drawing by Lyonel Feininger, 1945]",https://www.harvardartmuseums.org/collections/object/49955
BRGA.107.150,5,American,0,166786,c. 1946,51388,"Office Unit and Factory Building, Greensboro, North Carolina, 1944-1946",https://www.harvardartmuseums.org/collections/object/51388
BRLF.486.16,0,German,1,176686,1936-1937,36462,[Car],https://www.harvardartmuseums.org/collections/object/36462
R4280,5,French,0,247886,17th century,237702,"Henri de Lorraine, Duc de Bar",https://www.harvardartmuseums.org/collections/object/237702
BRGA.57.212,1,German,0,164322,1931-1932,167410,"Prefabricated Copper Houses, 1931-1932: Building type D1: west elevation, 1:20",https://www.harvardartmuseums.org/collections/object/167410
1960.252.8,0,Greek,0,84426,,291511,SHERD,https://www.harvardartmuseums.org/collections/object/291511
1981.125,33,American,1,103426,1978,309256,Untitled,https://www.harvardartmuseums.org/collections/object/309256
1960.232,20,Chinese,0,84399,late 17th-early 18th century,203005,"Miniature Circular Table with Decoration of a Bird Standing on a Rock amid Blossoming Chrysanthemums and with a Reticulated Border with Seated Figures and ""Chilong"" Dragons",https://www.harvardartmuseums.org/collections/object/203005
P1995.219,0,French,1,240905,20th century,283047,Untitled,https://www.harvardartmuseums.org/collections/object/283047
1981.74.194,19,Greek,0,102970,4th century BCE,183088,Coin of Cromna,https://www.harvardartmuseums.org/collections/object/183088
1949.61.B,14,Chinese,0,72533,second half of 6th century,54744,Base to Buddhist Votive Stele,https://www.harvardartmuseums.org/collections/object/54744
1942.176.268,5,Roman,0,66491,2nd century CE,185148,Sestertius of Lucius Verus,https://www.harvardartmuseums.org/collections/object/185148
M6612,0,Italian,0,208438,16th century,259221,Head- and Tail-pieces,https://www.harvardartmuseums.org/collections/object/259221
4.2002.4616,0,American,0,23790,1941,137575,"Untitled (man riding jumping bull, Sarasota, Florida)",https://www.harvardartmuseums.org/collections/object/137575
1986.382.83,3,Greek,0,110343,4th century BCE,143268,Coin of the Island of Kos,https://www.harvardartmuseums.org/collections/object/143268
1993.181,3,Greek,0,115193,8th century BCE,288378,Trefoil Oinochoe,https://www.harvardartmuseums.org/collections/object/288378
1994.70,248,American,0,115585,1931,303457,"""Jazz"" Punch Bowl",https://www.harvardartmuseums.org/collections/object/303457
3.2002.2712.4,3,American,0,15818,c. 1900,312923,"Charity, Public: United States. Massachusetts. Bridgewater. State Farm: State Farm: Dormitory Building Interior 1st Floor.",https://www.harvardartmuseums.org/collections/object/312923
1960.56.24,49,Indian,0,83901,17th-18th century,98477,Folio 24 from an Album of Calligraphic Panels,https://www.harvardartmuseums.org/collections/object/98477
3.2002.1494,1,American,0,12350,c. 1903,154008,"Education, Popular Culture: United States. New York. New York City: Public Schools, Adaptation to Special City Needs: New York City Public Schools: Examples of the Adaptation of Education to Special City Needs: Yard 3A Boys Tossing the Ball. Public School No. 44 Manhattan.",https://www.harvardartmuseums.org/collections/object/154008
H359,60,American,0,199678,1833,299998,Johann Gaspar Spurzheim (1776-1832),https://www.harvardartmuseums.org/collections/object/299998
BRLF.159.29,0,German,1,169831,June 1936,42901,"[Onboard the S.S. Pennsylvania, view of ocean]",https://www.harvardartmuseums.org/collections/object/42901
1951.31.4.127,3,Byzantine,0,73480,401-403,196789,"Coin (AE3) of Eudoxia, Constantinople",https://www.harvardartmuseums.org/collections/object/196789
G1155,16,Flemish,0,193416,17th century,275996,Justus Sustermans,https://www.harvardartmuseums.org/collections/object/275996
Straus.5720,2,,0,267280,,345213,"X-radiograph(s) of ""Madonna and Child""",https://www.harvardartmuseums.org/collections/object/345213
BRLF.556.8,0,American,1,178779,1946,34598,[Laurence Feininger],https://www.harvardartmuseums.org/collections/object/34598
2004.119,26,Chinese,0,124864,13th-early 14th century,64558,Tea Bowl with Indented Lip and Decoration of a Dragon Pursuing a Flaming Jewel and with the Character 'Fu' (Meaning Good Fortune) in the Center of the Floor,https://www.harvardartmuseums.org/collections/object/64558
BR57.33,12,German,1,154061,1950,223558,"Variation of Forms I/V, from ""6 Color Woodcuts""",https://www.harvardartmuseums.org/collections/object/223558
1979.419.59,1,Roman Provincial,0,100722,89/90 CE,176617,Diobol of Alexandria under Domitian,https://www.harvardartmuseums.org/collections/object/176617
4.2002.17591,3,American,0,37296,c. 1950,124845,Untitled (little boy sitting with paper airplane),https://www.harvardartmuseums.org/collections/object/124845
BRGA.58.60,0,German,0,164467,1932,167373,"Competition Entry for ""Growing House"" for ""Sun, Air, and House for All"" Exhibition, Berlin, 1932: Section, 1:20",https://www.harvardartmuseums.org/collections/object/167373
1.1965.327,7,Greek,0,796,299 BCE-200 BCE,197141,Campano-Tarentine Silver Litra of Tarentum,https://www.harvardartmuseums.org/collections/object/197141
M24099.2,2,American,1,226249,1984,193472,Me. Labori (The Dreyfus Affair),https://www.harvardartmuseums.org/collections/object/193472
4.2002.148,2,American,1,18814,"1954, printed later",142727,Untitled (cars in garage with hoses to exhaust pipe),https://www.harvardartmuseums.org/collections/object/142727
2015.63.6,15,Indian,0,138801,17th-18th century,350777,"The Feeding of Zahhak’s Serpents  (painting recto; text verso of folio 27), illustrated folio from a manuscript of the Shahnama by Firdawsi",https://www.harvardartmuseums.org/collections/object/350777
Straus.4802,0,,0,266363,,344295,"X-radiograph(s) of ""Cobbler""",https://www.harvardartmuseums.org/collections/object/344295
M14058,5,American,0,214643,1963,261000,"The Lane Infant, Sturbridge, Massachusetts, 1803",https://www.harvardartmuseums.org/collections/object/261000
35.2005.162,2,Byzantine,0,46210,976-1035,99862,Anonymous Follis of DOC Class A2,https://www.harvardartmuseums.org/collections/object/99862
G1102,37,German,0,193378,15th-16th century,273422,Lady and Lansquenet,https://www.harvardartmuseums.org/collections/object/273422
2012.243,8,American,0,136884,"1978, printed 1980",342284,"Teen Couple, Allentown Fair",https://www.harvardartmuseums.org/collections/object/342284
Straus.4896,0,,0,266457,,344389,"X-radiograph(s) of ""Birth of St. John the Baptist""",https://www.harvardartmuseums.org/collections/object/344389
BR50.412,3,,0,151508,20th century,220093,(Documentary photograph),https://www.harvardartmuseums.org/collections/object/220093
1994.63.27,0,Greek,0,115490,2nd century BCE,72616,"Coin of Mithradates VI, Amisos (Pontos)",https://www.harvardartmuseums.org/collections/object/72616
M5465,7,German,0,207296,15th century,251140,"Illustration from Voragine, Leben der Heiligen.  Augsburg, Bämler, 1475",https://www.harvardartmuseums.org/collections/object/251140
BRLF.310.2,5,German,1,172828,1935-1937,40677,"[Deserted street with light, Siemensstadt]",https://www.harvardartmuseums.org/collections/object/40677
P1995.246.4,4,French,1,241049,c. 1954-c. 1955,282683,Untitled,https://www.harvardartmuseums.org/collections/object/282683
M14296,91,French,0,214807,1857,270222,The Engraver Joseph Tourny,https://www.harvardartmuseums.org/collections/object/270222
1963.47,7,Japanese,0,85916,"Shōwa period, 1962",202993,THE BIRDS,https://www.harvardartmuseums.org/collections/object/202993
BR63.4822,3,German?,1,159319,undated,159351,Untitled [Figure Walking alongside Railroad Tracks],https://www.harvardartmuseums.org/collections/object/159351
BR49.104,7,German,1,150554,c. 1932-1933,225677,Study of Fret Pattern,https://www.harvardartmuseums.org/collections/object/225677
4.2002.5299,0,American,0,24473,1937,136856,Untitled (Campbell Soup advertisement: couple getting into chauffeured car),https://www.harvardartmuseums.org/collections/object/136856
BR71.168,1,German,0,160012,19th-20th century,219571,Sketch of an Interior,https://www.harvardartmuseums.org/collections/object/219571
M21843,22,French,0,222433,1767,272975,Jean Baptiste Joseph Languet de Gergy,https://www.harvardartmuseums.org/collections/object/272975
3.2002.2910,0,American,0,16434,c. 1903,152314,"Social Settlements: United States. Indiana. Indianapolis. ""Flanner Guild"": Flanner Guild, Indianapolis, Ind. ",https://www.harvardartmuseums.org/collections/object/152314
M17212,8,French,0,217781,1844,268872,Smokers and Snuff-takers,https://www.harvardartmuseums.org/collections/object/268872
1982.100.76,4,Roman Provincial,0,104070,222-235,170798,Coin of Edessa under Severus Alexander,https://www.harvardartmuseums.org/collections/object/170798
M23344,3,Dutch,0,225241,18th century,253672,Cornelis Ploos van Amstel,https://www.harvardartmuseums.org/collections/object/253672
R2504,5,French,0,246505,17th century,242167,Madonna and Child with Elizabeth and Saint John,https://www.harvardartmuseums.org/collections/object/242167
1986.528.257,15,Roman,0,110872,337-340,177786,Posthumous coin of Helena,https://www.harvardartmuseums.org/collections/object/177786
1985.694.1,29,Japanese,0,109050,"Mid Edo period, dated 1770",142159,"Bag of Historical Treasures and People of Japan and China (Ehon shahō-bukuro), 1st of 10 Volumes",https://www.harvardartmuseums.org/collections/object/142159
1936.150.574,15,American,0,62500,1893,307195,"Saint George and the Dragon, after Tintoretto",https://www.harvardartmuseums.org/collections/object/307195
2007.184.2.513.6,4,American,0,130359,1965-1968,326818,Untitled (torero holding onto bull),https://www.harvardartmuseums.org/collections/object/326818
120.1976.157,23,American,0,47740,19th century,19900,"Colonel E. Elmer Ellsworth (assassinated May 24th, 1861)",https://www.harvardartmuseums.org/collections/object/19900
2017.21,0,British,0,139938,"January 1, 1805",357463,George Morland,https://www.harvardartmuseums.org/collections/object/357463
3.2002.941,1,American,0,11017,c. 1900,158459,"Charity, Public: United States. New York. Brookville. Oyster Bay and North Hempstead Town Almshouse: Almshouses of Oyster Bay and North Hempstead (Nassan Couny), N.Y.",https://www.harvardartmuseums.org/collections/object/158459
BR63.3688,3,German?,1,158185,undated,162059,Untitled [Head of Man],https://www.harvardartmuseums.org/collections/object/162059
BRLF.496.15,1,American,1,177062,1950's,36688,[Sconce above mantel],https://www.harvardartmuseums.org/collections/object/36688
P1970.4023,7,American,0,234577,"May 1, 1935",190841,"Untitled (Cecil Gaylord and other Artists' Union demonstrators, Division IX, May Day Parade, Communist Party route, near Twenty-fifth Street between Fifth and Sixth Avenues, New York City)",https://www.harvardartmuseums.org/collections/object/190841
M21986.19,0,French,0,222709,1843,263961,"""Go on now!...and what man is this?""",https://www.harvardartmuseums.org/collections/object/263961
M4522,2,British,0,206361,19th century,258109,Farmyard Scene,https://www.harvardartmuseums.org/collections/object/258109
S3.62.4,3,French,0,257508,17th century,234597,Break of Dawn,https://www.harvardartmuseums.org/collections/object/234597
R1294,12,Italian,0,245500,16th century,243360,Continency of Scipio,https://www.harvardartmuseums.org/collections/object/243360
BRLF.1005.215,0,American,1,182464,1940s-1950s,10070,"[Street scene, viewed from above, New York]",https://www.harvardartmuseums.org/collections/object/10070
1993.205.10,12,German,1,115234,1990,299899,"Page opening 10 from ""The Heavenly Palaces: Merkabah""",https://www.harvardartmuseums.org/collections/object/299899
R1192,2,Italian,0,245425,17th century,248910,Copy after the Figurine,https://www.harvardartmuseums.org/collections/object/248910
R7419,4,Italian,0,250665,19th century,244799,Prodigal Son,https://www.harvardartmuseums.org/collections/object/244799
1937.8.111,11,American,0,63920,19th-20th century,310602,Study of a Decorative Cartouche,https://www.harvardartmuseums.org/collections/object/310602
BR03.55,9,German,0,149442,c. 1900,226597,"Facsimile of Rear of a Reliquary (Rhenish School, c. 1220)",https://www.harvardartmuseums.org/collections/object/226597
M4192,0,British,0,206024,19th century,262225,Juvenile Tricks,https://www.harvardartmuseums.org/collections/object/262225
4.2002.7537,1,American,0,26614,1950,134547,Untitled (Brahma Calf standing in a field),https://www.harvardartmuseums.org/collections/object/134547
4.2002.428.187,0,American,1,19359,1937,96490,Untitled (man with two women in conversation at table),https://www.harvardartmuseums.org/collections/object/96490
2017.120.85,2,French,0,141366,18th century,359142,The Village Bride,https://www.harvardartmuseums.org/collections/object/359142
P1995.239.29,0,French,1,240973,20th century,283056,Untitled,https://www.harvardartmuseums.org/collections/object/283056
1974.27.401,0,Roman,0,91851,,72243,Coin,https://www.harvardartmuseums.org/collections/object/72243
Straus.5332,11,,0,266893,,344825,"X-radiograph(s) of ""Judgment of Paris""",https://www.harvardartmuseums.org/collections/object/344825
1927.295,53,American,0,54174,before 1926,306395,Annunciation; verso: Sketches for Church Interior,https://www.harvardartmuseums.org/collections/object/306395
M20750,0,French,0,221284,1854,269782,Having Decided to Wait in Case a Bird Decides to Pass By.,https://www.harvardartmuseums.org/collections/object/269782
1962.98.78,4,Roman Provincial,0,85463,2nd-3rd century CE,181068,Coin of Antiocheia Pisidiae under Septimius Severus,https://www.harvardartmuseums.org/collections/object/181068
1943.1657.6,2,American,1,70425,1932,229389,Aphrodite,https://www.harvardartmuseums.org/collections/object/229389
M6530,17,British,0,208359,19th century,262761,"Hever Castle, Kent",https://www.harvardartmuseums.org/collections/object/262761
M12754,10,French,0,213478,c. 1879-c. 1882,272155,The Smoker,https://www.harvardartmuseums.org/collections/object/272155
R3598,10,Italian,0,247343,19th century,249201,Seat of Wisdom,https://www.harvardartmuseums.org/collections/object/249201
1916.490,39,Chinese,0,50650,,215506,Rectangular Silk Fragment Depicting a Portion of a Five-Clawed Dragon amid Clouds and Auspicious Symbols,https://www.harvardartmuseums.org/collections/object/215506
Straus.4661,0,,0,266222,,344154,"X-radiograph(s) of ""Madonna and Child with Elizabeth and St. John""",https://www.harvardartmuseums.org/collections/object/344154
1951.31.4.1241,6,Byzantine,0,74594,870-879 CE,75024,"Follis of Basil I, Constantinople",https://www.harvardartmuseums.org/collections/object/75024
2011.65,70,American,1,135316,c. 1939-1942,337451,Black Dog with Red Tongue,https://www.harvardartmuseums.org/collections/object/337451
4.2002.2396,21,American,1,21545,c. 1950,140151,Untitled (man serving coffee to seated woman),https://www.harvardartmuseums.org/collections/object/140151
BRLF.1003.126,0,American,1,181962,1940s-1950s,10286,"[Julia and Lux Feininger in Stockholm, 1936]",https://www.harvardartmuseums.org/collections/object/10286
1979.428.623,23,South Italian,0,101527,211 BCE-208 BCE,180744,"Coin of the Brettii, Bruttium",https://www.harvardartmuseums.org/collections/object/180744
R14057,9,Italian,0,255394,18th century,243787,Mathematician,https://www.harvardartmuseums.org/collections/object/243787
2002.69.8,12,Chinese,0,123273,12th-early 13th century,142045,"Ceramic Sherd from a Circular Bowl with Scrolling Floral Décor: Generally rectangular fragment including portions of the side wall, and unglazed lip and elements of the decoration",https://www.harvardartmuseums.org/collections/object/142045
2010.540.9,5,American,1,135072,"1950, printed later",337026,"Juke Box, Southern Indiana",https://www.harvardartmuseums.org/collections/object/337026
BRLF.469.14,0,American,1,176220,1940's-1950's,37104,[Farm],https://www.harvardartmuseums.org/collections/object/37104
1951.31.4.486,3,Byzantine,0,73839,533-537 CE,147969,Coin of Justinian I,https://www.harvardartmuseums.org/collections/object/147969
M25167,8,British,1,228201,2001,146937,Götterdämmerung [Twilight of the Gods],https://www.harvardartmuseums.org/collections/object/146937
1981.74.233,0,Roman Provincial,0,103009,1st century CE,182821,Coin of Nikomedeia under Claudius,https://www.harvardartmuseums.org/collections/object/182821
M24317,61,American,1,226835,1959,188852,"The Burning Building A Play by Red Grooms, Dec. 4 - Dec. 11, 8:00 P.M., Delancy St. Museum: Free",https://www.harvardartmuseums.org/collections/object/188852
1959.100,34,British,0,83455,17th century,311752,Jacobean Walnut Refectory Table,https://www.harvardartmuseums.org/collections/object/311752
1993.57,8,American,1,115049,20th century,310018,Adolescent,https://www.harvardartmuseums.org/collections/object/310018
1943.326,41,American,0,68924,1885,307905,The Wounded Dog,https://www.harvardartmuseums.org/collections/object/307905
875.1927,55,American,0,48485,1751,232464,Teapot,https://www.harvardartmuseums.org/collections/object/232464
2007.184.2.496.3,2,American,0,130242,1965-1968,326687,Untitled (Dr. Herman M. Juergens sitting in armchair smoking cigar),https://www.harvardartmuseums.org/collections/object/326687
4.2002.15693,2,American,0,34770,c. 1947,126456,"Untitled (children in costumes auditioning for theater, girls dancing)",https://www.harvardartmuseums.org/collections/object/126456
S1.108.2,9,Flemish,0,256629,17th-18th century,235831,The Nativity,https://www.harvardartmuseums.org/collections/object/235831
1995.239.2,3,German,1,116277,1971,218617,"Untitled, from ""Art Scene Düsseldorf""",https://www.harvardartmuseums.org/collections/object/218617
2008.326.56,0,German,0,133400,1517,362390,Theuerdank on a Chamois Hunt Endangered by a Gust of Wind,https://www.harvardartmuseums.org/collections/object/362390
4.2002.3987,4,American,1,23161,1937,138388,Untitled (cast iron skillet display in store window),https://www.harvardartmuseums.org/collections/object/138388
M4734,2,French,0,206571,19th century,264636,But if a man had been for me . . .,https://www.harvardartmuseums.org/collections/object/264636
S7.18.2,2,Italian,0,258545,17th century,235129,Titlepage: Two Figures of Fame with the Arms of France,https://www.harvardartmuseums.org/collections/object/235129
R4157,10,French,0,247802,1803,239652,Boat in Repair in a Dock in Savigny,https://www.harvardartmuseums.org/collections/object/239652
R11074,3,French,0,253672,17th century,241177,Pyramid of Cestius,https://www.harvardartmuseums.org/collections/object/241177
2003.63,124,German,1,124223,1990,77208,Untitled (Abstract Red Transparent Picture with Arrow Pointing Upward),https://www.harvardartmuseums.org/collections/object/77208
P1970.1995,0,American,0,232591,July 1938-August 1938,301904,"Untitled (wheat harvest, central Ohio)",https://www.harvardartmuseums.org/collections/object/301904
M23782,1,American,1,225877,1997,213256,V,https://www.harvardartmuseums.org/collections/object/213256
S2.76.1,7,French,0,256753,17th-18th century,235849,Madonna and Child with a Lamb by a Low Wall,https://www.harvardartmuseums.org/collections/object/235849
2000.276,7,Greek,0,121615,c. 800 -700 BCE,182041,Globular Aryballos,https://www.harvardartmuseums.org/collections/object/182041
3.2002.1159.2,1,American,0,11499,c. 1900,19571,"Charity, Public: United States. New York. East View. Westchester County Almshouse: Almshouses of Westchester County, N.Y.: Hospital: Rear view",https://www.harvardartmuseums.org/collections/object/19571
2016.25,1,Japanese,0,139052,c. 1906,353123,"Schoolgirls Homeward Bound, from the series Young Beauties in Layered Mists (Yaegasumi)",https://www.harvardartmuseums.org/collections/object/353123
1916.346,0,Greek,0,50505,,292498,Statuette,https://www.harvardartmuseums.org/collections/object/292498
G770,15,British,0,193088,19th century,275504,Samuel Taylor Coleridge,https://www.harvardartmuseums.org/collections/object/275504
4.2002.12817,0,American,0,31878,"c. 1940, printed later",129577,Untitled (girl with flowers in hair stading by large bouquet of flowers),https://www.harvardartmuseums.org/collections/object/129577
1995.845.48,1,Roman,0,117383,200 BCE-1200 CE,304490,Weight,https://www.harvardartmuseums.org/collections/object/304490
H746,209,American,1,200072,2000,146621,Kristine L. Forsgard (b. 1953) and Stephen A. Mitchell (b.1951),https://www.harvardartmuseums.org/collections/object/146621
S8.27.1,34,Italian,0,259339,16th century,236430,"Necessity Commands Her Daughters, the Fates, to Weave Short and Frail Life Threads for the Seven Infantes of Lara",https://www.harvardartmuseums.org/collections/object/236430
1976.40.26,0,Roman,0,92794,147-161,197082,Denarius of Faustina I,https://www.harvardartmuseums.org/collections/object/197082
4.2002.17232,0,American,0,36937,c. 1950,125088,Untitled (girl in armchair with doll),https://www.harvardartmuseums.org/collections/object/125088
1951.31.4.2136,0,Byzantine,0,75490,1205-1221 CE,182733,"Trachy Type B of Theodore I, Nicaea",https://www.harvardartmuseums.org/collections/object/182733
1933.4.1479,43,Japanese,0,58441,"Edo period, circa 1827-1830",208227,Actors Ichikawa Danjūrō 7th Holding the White Banner of the Genji (Minamoto) Clan and Iwai Shijaku 1st in a Genpei Play,https://www.harvardartmuseums.org/collections/object/208227
BRLF.66.12,1,German,1,168057,1930s,44459,"[Model yacht, Deep, Baltic Coast]",https://www.harvardartmuseums.org/collections/object/44459
M13524,4,German,0,214118,16th century,259504,Christ Taking Leave of His Mother,https://www.harvardartmuseums.org/collections/object/259504
4.2002.17106,0,American,0,36811,c. 1950,125390,Untitled (man holding baby),https://www.harvardartmuseums.org/collections/object/125390
M1074,15,French,0,201887,17th century,271184,"Printer's Mark of Ambroise Drouart, Paris, and after His Death in 1608, Used by His Brother, Jérôme",https://www.harvardartmuseums.org/collections/object/271184
4.2002.6441,1,American,0,25519,1955-1957,135813,Untitled (two men posing with boy next to buckets of grain),https://www.harvardartmuseums.org/collections/object/135813
BRGA.52.6,13,German,0,163895,c. 1931,219466,"Apartment House Communal Rooms for Deutsche Bauausstellung, Berlin, 1931: Exhibition photograph (...in den Körper)",https://www.harvardartmuseums.org/collections/object/219466
M26172,9,Swiss,1,229506,1969-1970,57156,Covered print from '6 Piccadillies',https://www.harvardartmuseums.org/collections/object/57156
1976.40.593,6,Roman Republican,0,93359,c. 91 BCE,178800,"Anonymous Quadrans, Rome",https://www.harvardartmuseums.org/collections/object/178800
G1364,9,Dutch,0,193622,17th century,275123,Watermill at the Foot of a Mountain,https://www.harvardartmuseums.org/collections/object/275123
1985.352.41.C,1,Japanese,0,108237,"Muromachi period, dated 1516",191033,"Backing paper from the ""Tale of Genji"" Album (Genji monogatari gajō): Chapter 41, The Seer (Maboroshi)",https://www.harvardartmuseums.org/collections/object/191033
R4901,41,Flemish,0,248421,16th-17th century,241524,Ecce Homo,https://www.harvardartmuseums.org/collections/object/241524
P1982.112.7,28,French,0,238599,1876-1884,101132,The Dream of Saint Cecilia (from a painting in the grand foyer of the Paris Opera),https://www.harvardartmuseums.org/collections/object/101132
1917.204,88,Tibetan,0,51039,17th-18th century,209868,Seated Arhat with Attendants and Cranes in a Mystical Mountain Landscape,https://www.harvardartmuseums.org/collections/object/209868
1990.23,9,Chinese,0,113207,second half 11th century,200101,Quatrefoil Dish with Floral Decoration and Foliate Rim,https://www.harvardartmuseums.org/collections/object/200101
P1970.4434.3,0,American,0,235798,May 1963-June 1963,172633,Untitled (France),https://www.harvardartmuseums.org/collections/object/172633
2.2002.1072,15,American,0,4728,1871,158177,"Wall in the Grand Canon, Colorado River",https://www.harvardartmuseums.org/collections/object/158177
1942.272,43,American,1,67168,1940,307885,Cattle Train Wreck,https://www.harvardartmuseums.org/collections/object/307885
922.1983,42,French,0,48504,1867,235940,Ornamental Design,https://www.harvardartmuseums.org/collections/object/235940
1952.53,1,Near Eastern,0,81235,,291802,THREE ANIMALS RELIEF DISK,https://www.harvardartmuseums.org/collections/object/291802
BRGA.94.48,3,American,0,165962,1941-1942,165927,"""Aluminum City"" Housing, New Kensington, Pennsylvania, 1941-1942: Two and three bedroom unit: heating and plumbing system (1/4""  = 1'-0"")",https://www.harvardartmuseums.org/collections/object/165927
BRLF.340.1,0,,1,173359,Unknown,39644,[Trees against cloudy sky],https://www.harvardartmuseums.org/collections/object/39644
1.1965.2257,4,Greek,0,2724,520 BCE-480 BCE,169841,Drachm of Klazomenae,https://www.harvardartmuseums.org/collections/object/169841
2019.8.106,0,German,0,143266,1974,369915,"Untitled (color transfer, left page); Untitled (text and color transfer, right page)",https://www.harvardartmuseums.org/collections/object/369915
4.2002.21595,0,American,0,39972,c. 1960,120950,Untitled (couple with cake on 50th Anniversary),https://www.harvardartmuseums.org/collections/object/120950
G162,7,Italian,0,192596,16th century,276274,Moses Receiving the Tablets of the Law,https://www.harvardartmuseums.org/collections/object/276274
1951.141,19,Persian,0,81142,,216602,Armlet with pendant coins and blue and orange beads,https://www.harvardartmuseums.org/collections/object/216602
1995.845.83,0,Roman,0,117418,,287318,Weight,https://www.harvardartmuseums.org/collections/object/287318
P1970.4505.2,0,American,0,236171,"March 18, 1960",214424,"Untitled (Horyuji Temple, Nara, Japan)",https://www.harvardartmuseums.org/collections/object/214424
S7.85.1,2,Italian,0,258756,17th century,233082,"Statue of Ferdinand I, Grandduke of Tuscany",https://www.harvardartmuseums.org/collections/object/233082
2017.174.18,3,French,0,141541,1771,358637,Goldsmiths' Plate Turning Lathe,https://www.harvardartmuseums.org/collections/object/358637
R1434,13,French,0,245611,17th century,240840,Title Page of the New Testament,https://www.harvardartmuseums.org/collections/object/240840
1979.429.109,2,Roman Imperial,0,101701,107 CE,181913,"Denarius of Trajan, Rome",https://www.harvardartmuseums.org/collections/object/181913
BRLF.1016.120,5,American,1,185100,1940s-1950s,29588,"[Pencil drawing by Lyonel Feininger, 1901]",https://www.harvardartmuseums.org/collections/object/29588
4.2002.19132,0,American,0,38871,c. 1945,123418,Untitled (group portrait of doctors),https://www.harvardartmuseums.org/collections/object/123418
M2842,20,Dutch,0,203531,17th century,257752,Two Sheep Lying Down,https://www.harvardartmuseums.org/collections/object/257752
4.2002.17887,0,American,0,37592,c. 1950,124217,Untitled (girl with bruises from car accident),https://www.harvardartmuseums.org/collections/object/124217
